code,Profession,DWA ID,Detailed Work Activity
15-1242.00,Database Administrators,4.A.3.b.1.I03.D01,Install computer software.
15-1242.00,Database Administrators,4.A.4.b.6.I04.D02,Provide technical support for software maintenance or use.
15-1242.00,Database Administrators,4.A.1.b.2.I08.D02,Test computer system operations to ensure proper functioning.
15-1242.00,Database Administrators,4.A.2.a.1.I07.D06,Assess database performance.
15-1243.00,Database Architects,4.A.4.b.6.I04.D02,Provide technical support for software maintenance or use.
15-1243.00,Database Architects,4.A.2.b.2.I06.D01,Develop database parameters or specifications.
15-1243.00,Database Architects,4.A.2.a.1.I07.D08,Evaluate utility of software or hardware technologies.
15-1243.00,Database Architects,4.A.4.b.6.I04.D03,Provide recommendations to others about computer hardware.
15-1243.00,Database Architects,4.A.2.b.2.I06.D04,Create databases to store electronic data.
15-1243.00,Database Architects,4.A.3.b.1.I03.D01,Install computer software.
15-1243.00,Database Architects,4.A.3.b.1.I04.D03,Resolve computer software problems.
15-1243.00,Database Architects,4.A.3.b.6.I09.D05,Document design or development procedures.
15-1243.00,Database Architects,4.A.4.a.2.I09.D09,Communicate project information to others.
15-1243.00,Database Architects,4.A.2.b.4.I03.D01,Develop procedures for data management.
15-1243.00,Database Architects,4.A.3.b.1.I02.D02,Create electronic data backup to prevent loss of information.
15-1243.00,Database Architects,4.A.2.b.2.I02.D03,Design computer modeling or simulation programs.
15-1243.00,Database Architects,4.A.2.b.2.I21.D02,Develop models of information or communications systems.
15-1243.00,Database Architects,4.A.2.b.2.I06.D04,Create databases to store electronic data.
15-1243.00,Database Architects,4.A.2.b.2.I06.D01,Develop database parameters or specifications.
15-1243.00,Database Architects,4.A.2.b.2.I06.D04,Create databases to store electronic data.
15-1243.00,Database Architects,4.A.2.a.1.I07.D06,Assess database performance.
15-1243.00,Database Architects,4.A.2.b.2.I07.D07,Develop performance metrics or standards related to information technology.
15-1243.00,Database Architects,4.A.2.b.4.I03.D01,Develop procedures for data management.
15-1243.00,Database Architects,4.A.4.a.2.I09.D07,Collaborate with others to determine design specifications or details.
15-1243.00,Database Architects,4.A.2.b.4.I03.D01,Develop procedures for data management.
15-1243.00,Database Architects,4.A.2.b.2.I06.D04,Create databases to store electronic data.
15-1243.00,Database Architects,4.A.3.b.6.I09.D04,Document technical specifications or requirements.
15-1243.00,Database Architects,4.A.2.b.2.I21.D02,Develop models of information or communications systems.
15-1243.00,Database Architects,4.A.2.b.4.I03.D08,Develop guidelines for system implementation.
15-1243.00,Database Architects,4.A.2.b.2.I06.D01,Develop database parameters or specifications.
15-1243.00,Database Architects,4.A.2.a.4.I02.D06,Analyze market or customer related data.
15-1243.00,Database Architects,4.A.2.a.4.I04.D02,Analyze data to identify trends or relationships among variables.
15-1243.00,Database Architects,4.A.1.b.3.I02.D01,Estimate time or monetary resources needed to complete projects.
15-1243.00,Database Architects,4.A.2.a.1.I07.D06,Assess database performance.
15-1243.00,Database Architects,4.A.2.b.2.I02.D07,Modify software programs to improve performance.
15-1243.00,Database Architects,4.A.4.b.3.I05.D04,Train others in computer interface or software use.
15-1243.00,Database Architects,4.A.4.b.4.I12.D32,Coordinate project activities with other personnel or departments.
15-1243.00,Database Architects,4.A.2.b.2.I06.D01,Develop database parameters or specifications.
15-1243.00,Database Architects,4.A.3.b.1.I01.D03,Write computer programming code.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.1.I01.D05,Explain technical product or service information to customers.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.6.I03.D02,Demonstrate products to consumers.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.6.I03.D09,Distribute promotional literature or samples to customers.
41-9011.00,Demonstrators and Product Promoters,4.A.3.a.1.I03.D05,Clean work areas.
41-9011.00,Demonstrators and Product Promoters,4.A.3.b.6.I10.D02,Maintain records of sales or other business transactions.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.6.I02.D05,Sell products or services.
41-9011.00,Demonstrators and Product Promoters,4.A.3.a.2.I08.D02,Set up merchandise displays.
41-9011.00,Demonstrators and Product Promoters,4.A.4.b.6.I02.D04,Recommend products or services to customers.
41-9011.00,Demonstrators and Product Promoters,4.A.3.a.2.I08.D02,Set up merchandise displays.
41-9011.00,Demonstrators and Product Promoters,4.A.1.b.1.I02.D02,Identify potential customers.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.6.I03.D02,Demonstrate products to consumers.
41-9011.00,Demonstrators and Product Promoters,4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.
41-9011.00,Demonstrators and Product Promoters,4.A.1.a.1.I14.D02,Gather customer or product information to determine customer needs.
41-9011.00,Demonstrators and Product Promoters,4.A.2.b.3.I01.D22,Study product information to acquire professional knowledge.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.6.I03.D02,Demonstrate products to consumers.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.6.I03.D02,Demonstrate products to consumers.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.8.I03.D03,Answer customer questions about goods or services.
41-9011.00,Demonstrators and Product Promoters,4.A.4.b.3.I04.D05,Train sales personnel.
41-9011.00,Demonstrators and Product Promoters,4.A.4.b.6.I02.D03,Advise customers on the use of products or services.
41-9011.00,Demonstrators and Product Promoters,4.A.2.b.3.I01.D22,Study product information to acquire professional knowledge.
41-9011.00,Demonstrators and Product Promoters,4.A.4.b.6.I02.D04,Recommend products or services to customers.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.6.I03.D07,Deliver promotional presentations to current or prospective customers.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.6.I03.D05,Contact current or potential customers to promote products or services.
41-9011.00,Demonstrators and Product Promoters,4.A.4.a.6.I03.D11,"Model cosmetics, clothing, or accessories."
41-9011.00,Demonstrators and Product Promoters,4.A.3.a.2.I37.D01,Stock products or parts.
41-9011.00,Demonstrators and Product Promoters,4.A.1.b.1.I02.D02,Identify potential customers.
41-9011.00,Demonstrators and Product Promoters,4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.
31-9091.00,Dental Assistants,4.A.4.c.3.I07.D03,Inventory medical supplies or equipment.
31-9091.00,Dental Assistants,4.A.3.a.2.I17.D02,Make patient-assistive devices or device models.
31-9091.00,Dental Assistants,4.A.4.a.5.I06.D02,Fit patients for assistive devices.
31-9091.00,Dental Assistants,4.A.3.a.1.I09.D02,Clean medical equipment.
31-9091.00,Dental Assistants,4.A.3.a.2.I11.D02,Prepare medical instruments or equipment for use.
31-9091.00,Dental Assistants,4.A.4.a.5.I11.D01,Assist practitioners to perform medical procedures.
31-9091.00,Dental Assistants,4.A.3.a.3.I04.D05,Operate medical equipment.
31-9091.00,Dental Assistants,4.A.3.b.6.I11.D05,Maintain medical records.
31-9091.00,Dental Assistants,4.A.1.a.1.I23.D06,Interview patients to gather medical information.
31-9091.00,Dental Assistants,4.A.3.b.6.I11.D03,Record vital statistics or other health information.
31-9091.00,Dental Assistants,4.A.4.a.1.I05.D04,Explain technical medical information to patients.
31-9091.00,Dental Assistants,4.A.4.a.5.I11.D01,Assist practitioners to perform medical procedures.
31-9091.00,Dental Assistants,4.A.3.a.2.I17.D02,Make patient-assistive devices or device models.
31-9091.00,Dental Assistants,4.A.4.b.3.I06.D04,Teach medical procedures or medical equipment use to patients.
31-9091.00,Dental Assistants,4.A.3.a.2.I17.D02,Make patient-assistive devices or device models.
31-9091.00,Dental Assistants,4.A.3.a.1.I09.D02,Clean medical equipment.
31-9091.00,Dental Assistants,4.A.4.a.5.I03.D02,Administer basic health care or medical treatments.
31-9091.00,Dental Assistants,4.A.4.a.5.I03.D02,Administer basic health care or medical treatments.
31-9091.00,Dental Assistants,4.A.3.a.2.I17.D02,Make patient-assistive devices or device models.
31-9091.00,Dental Assistants,4.A.2.b.5.I03.D02,Schedule patient procedures or appointments.
31-9091.00,Dental Assistants,4.A.3.b.6.I11.D05,Maintain medical records.
31-9091.00,Dental Assistants,4.A.4.c.1.I03.D03,Process medical billing information.
29-1292.00,Dental Hygienists,4.A.3.b.6.I11.D04,Record patient medical histories.
29-1292.00,Dental Hygienists,4.A.4.b.6.I01.D01,"Provide health and wellness advice to patients, program participants, or caregivers."
29-1292.00,Dental Hygienists,4.A.3.a.1.I09.D01,Sterilize medical equipment or instruments.
29-1292.00,Dental Hygienists,4.A.3.b.4.I09.D01,Maintain medical equipment or instruments.
29-1292.00,Dental Hygienists,4.A.4.a.5.I12.D04,Treat dental problems or diseases.
29-1292.00,Dental Hygienists,4.A.1.b.2.I09.D04,"Examine mouth, teeth, gums, or related facial structures."
29-1292.00,Dental Hygienists,4.A.3.b.6.I11.D04,Record patient medical histories.
29-1292.00,Dental Hygienists,4.A.1.b.2.I09.D04,"Examine mouth, teeth, gums, or related facial structures."
29-1292.00,Dental Hygienists,4.A.4.a.5.I12.D04,Treat dental problems or diseases.
29-1292.00,Dental Hygienists,4.A.1.b.2.I09.D04,"Examine mouth, teeth, gums, or related facial structures."
29-1292.00,Dental Hygienists,4.A.3.a.3.I04.D03,Operate diagnostic or therapeutic medical instruments or equipment.
29-1292.00,Dental Hygienists,4.A.3.a.3.I04.D01,Process x-rays or other medical images.
29-1292.00,Dental Hygienists,4.A.4.a.5.I12.D04,Treat dental problems or diseases.
29-1292.00,Dental Hygienists,4.A.3.a.2.I17.D03,Fabricate medical devices.
29-1292.00,Dental Hygienists,4.A.4.a.5.I03.D03,Administer anesthetics or sedatives to control pain.
29-1292.00,Dental Hygienists,4.A.4.b.4.I12.D23,Direct healthcare delivery programs.
29-1292.00,Dental Hygienists,4.A.4.a.5.I12.D02,"Treat acute illnesses, infections, or injuries."
29-1292.00,Dental Hygienists,4.A.3.a.2.I24.D02,Adjust dental devices or appliances to ensure fit.
51-9081.00,Dental Laboratory Technicians,4.A.1.a.1.I02.D04,Read work orders or other instructions to determine product specifications or materials requirements.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I17.D04,Construct customized assistive medical or dental devices.
51-9081.00,Dental Laboratory Technicians,4.A.3.b.4.I09.D03,Repair medical or dental assistive devices.
51-9081.00,Dental Laboratory Technicians,4.A.1.b.2.I06.D10,Inspect medical or dental assistive devices.
51-9081.00,Dental Laboratory Technicians,4.A.1.b.3.I05.D01,Measure clients to ensure proper product fit.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.1.I01.D02,Mix ingredients to create specific finishes.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.1.I06.D04,Place materials into molds.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I13.D06,"Melt metal, plastic, or other materials to prepare for production."
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I12.D02,Trim excess material from workpieces.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I15.D04,"Polish materials, workpieces, or finished products."
51-9081.00,Dental Laboratory Technicians,4.A.3.a.1.I06.D04,Place materials into molds.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I17.D01,Cast molds of patient anatomies to create medical or dental devices.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.1.I06.D12,Load items into ovens or furnaces.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I17.D04,Construct customized assistive medical or dental devices.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I40.D01,Apply parting agents or other solutions to molds.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I39.D03,"Fill cracks, imperfections, or holes in products or workpieces."
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I17.D01,Cast molds of patient anatomies to create medical or dental devices.
51-9081.00,Dental Laboratory Technicians,4.A.4.b.3.I05.D01,Instruct workers to use equipment or perform technical procedures.
51-9081.00,Dental Laboratory Technicians,4.A.4.b.4.I12.D01,Direct operational or production activities.
51-9081.00,Dental Laboratory Technicians,4.A.3.b.4.I09.D03,Repair medical or dental assistive devices.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I07.D05,Shape metal workpieces with hammers or other small hand tools.
51-9081.00,Dental Laboratory Technicians,4.A.3.a.2.I35.D01,Solder parts or workpieces.
29-1021.00,"Dentists, General",4.A.2.a.3.I04.D01,Protect patients or staff members using safety equipment.
29-1021.00,"Dentists, General",4.A.3.a.3.I04.D03,Operate diagnostic or therapeutic medical instruments or equipment.
29-1021.00,"Dentists, General",4.A.4.b.4.I01.D14,Supervise patient care personnel.
29-1021.00,"Dentists, General",4.A.4.a.5.I03.D03,Administer anesthetics or sedatives to control pain.
29-1021.00,"Dentists, General",4.A.1.b.2.I09.D04,"Examine mouth, teeth, gums, or related facial structures."
29-1021.00,"Dentists, General",4.A.3.a.3.I04.D03,Operate diagnostic or therapeutic medical instruments or equipment.
29-1021.00,"Dentists, General",4.A.3.a.3.I04.D04,Operate diagnostic imaging equipment.
29-1021.00,"Dentists, General",4.A.2.b.2.I01.D02,Develop medical treatment plans.
29-1021.00,"Dentists, General",4.A.4.b.6.I01.D02,Advise patients on preventive care techniques.
29-1021.00,"Dentists, General",4.A.2.b.2.I13.D04,Design medical devices or appliances.
29-1021.00,"Dentists, General",4.A.3.a.2.I17.D03,Fabricate medical devices.
29-1021.00,"Dentists, General",4.A.3.a.2.I24.D01,Adjust prostheses or other assistive devices.
29-1021.00,"Dentists, General",4.A.2.b.1.I06.D01,Diagnose dental conditions.
29-1021.00,"Dentists, General",4.A.4.a.5.I12.D04,Treat dental problems or diseases.
29-1021.00,"Dentists, General",4.A.4.a.5.I12.D04,Treat dental problems or diseases.
29-1021.00,"Dentists, General",4.A.4.c.3.I06.D03,Prescribe medications.
29-1021.00,"Dentists, General",4.A.2.a.4.I06.D02,Analyze patient data to determine patient needs or treatment goals.
29-1021.00,"Dentists, General",4.A.4.a.5.I12.D04,Treat dental problems or diseases.
29-1021.00,"Dentists, General",4.A.4.a.5.I12.D04,Treat dental problems or diseases.
29-1021.00,"Dentists, General",4.A.4.a.5.I12.D03,Operate on patients to treat conditions.
29-1021.00,"Dentists, General",4.A.3.a.3.I04.D03,Operate diagnostic or therapeutic medical instruments or equipment.
29-1021.00,"Dentists, General",4.A.4.a.5.I12.D03,Operate on patients to treat conditions.
29-1021.00,"Dentists, General",4.A.4.a.5.I12.D04,Treat dental problems or diseases.
29-1021.00,"Dentists, General",4.A.4.a.5.I12.D04,Treat dental problems or diseases.
29-1021.00,"Dentists, General",4.A.2.b.2.I17.D03,Design public or employee health programs.
29-1021.00,"Dentists, General",4.A.4.b.4.I12.D23,Direct healthcare delivery programs.
29-1021.00,"Dentists, General",4.A.3.b.6.I12.D06,Prepare healthcare training materials.
29-1213.00,Dermatologists,4.A.4.a.5.I01.D02,Refer patients to other healthcare practitioners or health resources.
29-1213.00,Dermatologists,4.A.3.b.6.I11.D04,Record patient medical histories.
29-1213.00,Dermatologists,4.A.4.b.6.I06.D01,Advise medical personnel regarding healthcare issues.
29-1213.00,Dermatologists,4.A.4.a.5.I12.D03,Operate on patients to treat conditions.
29-1213.00,Dermatologists,4.A.2.b.3.I01.D12,Maintain medical or professional knowledge.
29-1213.00,Dermatologists,4.A.4.b.3.I06.D08,Train medical providers.
29-1213.00,Dermatologists,4.A.2.a.4.I06.D02,Analyze patient data to determine patient needs or treatment goals.
29-1213.00,Dermatologists,4.A.4.c.3.I02.D01,Order medical diagnostic or clinical tests.
29-1213.00,Dermatologists,4.A.4.c.3.I02.D01,Order medical diagnostic or clinical tests.
29-1213.00,Dermatologists,4.A.1.a.1.I19.D01,Conduct research to increase knowledge about medical issues.
29-1213.00,Dermatologists,4.A.4.a.5.I12.D07,Treat chronic diseases or disorders.
29-1213.00,Dermatologists,4.A.4.a.5.I12.D07,Treat chronic diseases or disorders.
29-1213.00,Dermatologists,4.A.4.c.3.I06.D03,Prescribe medications.
29-1213.00,Dermatologists,4.A.4.a.5.I12.D03,Operate on patients to treat conditions.
29-1213.00,Dermatologists,4.A.4.a.5.I12.D03,Operate on patients to treat conditions.
29-1213.00,Dermatologists,4.A.2.b.1.I06.D02,Diagnose medical conditions.
29-1213.00,Dermatologists,4.A.4.a.5.I12.D07,Treat chronic diseases or disorders.
29-1213.00,Dermatologists,4.A.4.b.6.I01.D02,Advise patients on preventive care techniques.
29-1213.00,Dermatologists,4.A.1.b.2.I09.D03,Examine patients to assess general physical condition.
29-1213.00,Dermatologists,4.A.2.b.1.I06.D02,Diagnose medical conditions.
29-1213.00,Dermatologists,4.A.4.a.5.I12.D07,Treat chronic diseases or disorders.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.1.b.2.I07.D01,Inspect equipment or tools to be used in construction or excavation.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.1.b.2.I07.D01,Inspect equipment or tools to be used in construction or excavation.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.1.I03.D19,Clean equipment or facilities.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.b.4.I02.D08,Maintain drilling equipment.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.1.I01.D04,Mix substances or compounds needed for work activities.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.b.4.I02.D08,Maintain drilling equipment.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.2.I01.D08,Assemble temporary equipment or structures.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.1.a.2.I02.D04,Monitor extraction operations.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.3.I02.D02,Operate pumps or compressors.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.2.I22.D05,Position construction or extraction equipment.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.4.b.3.I04.D13,Train construction or extraction personnel.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.4.b.4.I10.D02,Direct construction or extraction personnel.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.2.I20.D02,Install drilling equipment.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.b.6.I15.D04,Prepare operational reports.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.4.b.3.I04.D13,Train construction or extraction personnel.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.3.I08.D03,"Operate cranes, hoists, or other moving or lifting equipment."
47-5011.00,"Derrick Operators, Oil and Gas",4.A.1.b.3.I01.D16,Measure materials or objects for installation or assembly.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.1.I01.D04,Mix substances or compounds needed for work activities.
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.3.I08.D03,"Operate cranes, hoists, or other moving or lifting equipment."
47-5011.00,"Derrick Operators, Oil and Gas",4.A.3.a.2.I20.D02,Install drilling equipment.
43-9031.00,Desktop Publishers,4.A.2.a.3.I01.D08,"Proofread documents, records, or other files to ensure accuracy."
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D12,"Format digital documents, data, or images."
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D06,Enter information into databases or software programs.
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D12,"Format digital documents, data, or images."
43-9031.00,Desktop Publishers,4.A.3.a.2.I37.D03,Store records or related materials.
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D12,"Format digital documents, data, or images."
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D06,Enter information into databases or software programs.
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D12,"Format digital documents, data, or images."
43-9031.00,Desktop Publishers,4.A.3.b.1.I05.D01,Operate computers or computerized equipment.
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D12,"Format digital documents, data, or images."
43-9031.00,Desktop Publishers,4.A.1.a.1.I02.D16,Read work orders to determine material or setup requirements.
43-9031.00,Desktop Publishers,4.A.3.b.1.I05.D01,Operate computers or computerized equipment.
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D12,"Format digital documents, data, or images."
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D06,Enter information into databases or software programs.
43-9031.00,Desktop Publishers,4.A.2.b.1.I10.D11,Select resources needed to accomplish tasks.
43-9031.00,Desktop Publishers,4.A.3.a.1.I10.D05,Deliver items.
43-9031.00,Desktop Publishers,4.A.4.c.1.I05.D03,"Send information, materials or documentation."
43-9031.00,Desktop Publishers,4.A.4.a.2.I03.D15,Confer with coworkers to coordinate work activities.
43-9031.00,Desktop Publishers,4.A.3.b.1.I06.D12,"Format digital documents, data, or images."
33-3021.00,Detectives and Criminal Investigators,4.A.1.b.2.I09.D01,Check physical condition of people or animals.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I23.D05,Interview people to gather information about criminal activities.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I03.D02,Examine crime scenes to obtain evidence.
33-3021.00,Detectives and Criminal Investigators,4.A.3.a.1.I11.D12,Prevent unauthorized individuals from entering restricted areas.
33-3021.00,Detectives and Criminal Investigators,4.A.3.b.6.I02.D04,Record information about suspects or criminals.
33-3021.00,Detectives and Criminal Investigators,4.A.3.b.6.I02.D06,Prepare investigation or incident reports.
33-3021.00,Detectives and Criminal Investigators,4.A.3.b.6.I14.D08,Document legal or regulatory information.
33-3021.00,Detectives and Criminal Investigators,4.A.2.a.4.I10.D03,Analyze crime scene evidence.
33-3021.00,Detectives and Criminal Investigators,4.A.4.c.1.I06.D01,Process forensic or legal evidence in accordance with procedures.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I03.D01,Collect evidence for legal proceedings.
33-3021.00,Detectives and Criminal Investigators,4.A.3.b.6.I05.D02,Record crime or accident scene evidence with video or still cameras.
33-3021.00,Detectives and Criminal Investigators,4.A.3.b.6.I02.D06,Prepare investigation or incident reports.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I03.D05,Examine records or other types of data to investigate criminal activities.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I04.D02,Use databases to locate investigation details or other information.
33-3021.00,Detectives and Criminal Investigators,4.A.3.a.1.I11.D04,Detain suspects or witnesses.
33-3021.00,Detectives and Criminal Investigators,4.A.4.a.2.I08.D01,Communicate situation details to appropriate personnel.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I03.D05,Examine records or other types of data to investigate criminal activities.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I03.D05,Examine records or other types of data to investigate criminal activities.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I15.D01,Observe individuals' activities to gather information or compile evidence.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I23.D05,Interview people to gather information about criminal activities.
33-3021.00,Detectives and Criminal Investigators,4.A.4.c.1.I02.D02,Serve court ordered documents.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I15.D01,Observe individuals' activities to gather information or compile evidence.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I23.D05,Interview people to gather information about criminal activities.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I21.D01,Investigate accidents to determine causes.
33-3021.00,Detectives and Criminal Investigators,4.A.3.a.1.I11.D08,Apprehend criminal suspects.
33-3021.00,Detectives and Criminal Investigators,4.A.4.b.4.I16.D01,Direct criminal investigations.
33-3021.00,Detectives and Criminal Investigators,4.A.4.a.2.I08.D01,Communicate situation details to appropriate personnel.
33-3021.00,Detectives and Criminal Investigators,4.A.4.a.2.I08.D03,Request emergency personnel.
33-3021.00,Detectives and Criminal Investigators,4.A.4.a.2.I08.D01,Communicate situation details to appropriate personnel.
33-3021.00,Detectives and Criminal Investigators,4.A.4.a.2.I08.D03,Request emergency personnel.
33-3021.00,Detectives and Criminal Investigators,4.A.4.a.3.I01.D01,Testify at legal or legislative proceedings.
33-3021.00,Detectives and Criminal Investigators,4.A.3.a.1.I11.D02,Block physical access to restricted areas.
33-3021.00,Detectives and Criminal Investigators,4.A.4.a.2.I08.D01,Communicate situation details to appropriate personnel.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I03.D02,Examine crime scenes to obtain evidence.
33-3021.00,Detectives and Criminal Investigators,4.A.2.b.1.I04.D04,Determine operational procedures.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.2.I07.D07,Maintain surveillance of individuals or establishments.
33-3021.00,Detectives and Criminal Investigators,4.A.4.a.2.I11.D05,Collaborate with law enforcement or security agencies to share information.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.2.I07.D07,Maintain surveillance of individuals or establishments.
33-3021.00,Detectives and Criminal Investigators,4.A.1.a.1.I03.D05,Examine records or other types of data to investigate criminal activities.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.3.I04.D02,Create advanced digital images of patients using computer imaging systems.
29-2032.00,Diagnostic Medical Sonographers,4.A.1.a.2.I01.D12,Monitor video displays of medical equipment to ensure proper functioning.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.2.I09.D09,Adjust settings or positions of medical equipment.
29-2032.00,Diagnostic Medical Sonographers,4.A.1.a.2.I05.D07,"Monitor patient conditions during treatments, procedures, or activities."
29-2032.00,Diagnostic Medical Sonographers,4.A.4.a.2.I05.D04,Communicate test or assessment results to medical professionals.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.3.I04.D04,Operate diagnostic imaging equipment.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.2.I09.D09,Adjust settings or positions of medical equipment.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.a.5.I11.D04,Position patients for treatment or examination.
29-2032.00,Diagnostic Medical Sonographers,4.A.2.a.4.I06.D03,Analyze test data or images to inform diagnosis or treatment.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.3.I04.D01,Process x-rays or other medical images.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.b.6.I06.D01,Prepare official health documents or records.
29-2032.00,Diagnostic Medical Sonographers,4.A.1.a.1.I12.D01,Gather medical information from patient histories.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.b.6.I11.D04,Record patient medical histories.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.a.1.I05.D05,Explain medical procedures or test results to patients or family members.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.a.5.I11.D04,Position patients for treatment or examination.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.a.5.I11.D07,Prepare patients physically for medical procedures.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.3.I04.D02,Create advanced digital images of patients using computer imaging systems.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.3.I04.D04,Operate diagnostic imaging equipment.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.a.2.I05.D05,Collaborate with healthcare professionals to plan or provide treatment.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.a.5.I11.D06,Assist healthcare practitioners during surgery.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.b.6.I11.D04,Record patient medical histories.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.b.3.I06.D08,Train medical providers.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.b.4.I01.D14,Supervise patient care personnel.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.2.I11.D01,Prepare medical supplies or equipment for use.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.c.3.I01.D02,Maintain inventory of medical supplies or equipment.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.c.3.I05.D07,Order medical supplies or equipment.
29-2032.00,Diagnostic Medical Sonographers,4.A.1.b.2.I07.D21,Examine medical instruments or equipment to ensure proper operation.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.1.I09.D03,Clean medical equipment or facilities.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.b.4.I09.D04,Repair medical facility equipment.
29-2032.00,Diagnostic Medical Sonographers,4.A.2.b.5.I03.D02,Schedule patient procedures or appointments.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.b.6.I11.D02,Maintain medical facility records.
