code,Profession,Task ID,Count,Task
27-4011.00,Audio and Video Technicians,18649,1,"Install, adjust, and operate electronic equipment to record, edit, and transmit radio and television programs, motion pictures, video conferencing, or multimedia presentations."
27-4011.00,Audio and Video Technicians,18650,1,Diagnose and resolve media system problems.
27-4011.00,Audio and Video Technicians,18651,1,"Reserve audio-visual equipment and facilities, such as meeting rooms."
27-4011.00,Audio and Video Technicians,18652,1,Analyze and maintain data logs for audio-visual activities.
27-4011.00,Audio and Video Technicians,3980,1,Notify supervisors when major equipment repairs are needed.
27-4011.00,Audio and Video Technicians,3981,1,Monitor incoming and outgoing pictures and sound feeds to ensure quality and notify directors of any possible problems.
27-4011.00,Audio and Video Technicians,3982,1,Mix and regulate sound inputs and feeds or coordinate audio feeds with television pictures.
27-4011.00,Audio and Video Technicians,3984,1,Design layouts of audio and video equipment and perform upgrades and maintenance.
27-4011.00,Audio and Video Technicians,3985,1,Perform minor repairs and routine cleaning of audio and video equipment.
27-4011.00,Audio and Video Technicians,3987,1,"Switch sources of video input from one camera or studio to another, from film to live programming, or from network to local programming."
27-4011.00,Audio and Video Technicians,3988,1,"Meet with directors and senior members of camera crews to discuss assignments and determine filming sequences, camera movements, and picture composition."
27-4011.00,Audio and Video Technicians,3989,1,"Construct and position properties, sets, lighting equipment, and other equipment."
27-4011.00,Audio and Video Technicians,3989,1,"Construct and position properties, sets, lighting equipment, and other equipment."
27-4011.00,Audio and Video Technicians,3990,1,"Compress, digitize, duplicate, and store audio and video data."
27-4011.00,Audio and Video Technicians,3990,1,"Compress, digitize, duplicate, and store audio and video data."
27-4011.00,Audio and Video Technicians,3991,1,"Obtain, set up, and load videotapes for scheduled productions or broadcasts."
27-4011.00,Audio and Video Technicians,3992,1,Edit videotapes by erasing and removing portions of programs and adding video or sound as required.
27-4011.00,Audio and Video Technicians,3993,1,Direct and coordinate activities of assistants and other personnel during production.
27-4011.00,Audio and Video Technicians,3994,1,"Plan and develop pre-production ideas into outlines, scripts, story boards, and graphics, using own ideas or specifications of assignments."
27-4011.00,Audio and Video Technicians,3995,1,Maintain inventories of audio and videotapes and related supplies.
27-4011.00,Audio and Video Technicians,3996,1,"Determine formats, approaches, content, levels, and mediums to effectively meet objectives within budgetary constraints, using research, knowledge, and training."
27-4011.00,Audio and Video Technicians,3997,1,"Record and edit audio material, such as movie soundtracks, using audio recording and editing equipment."
27-4011.00,Audio and Video Technicians,3997,1,"Record and edit audio material, such as movie soundtracks, using audio recording and editing equipment."
27-4011.00,Audio and Video Technicians,3999,1,Obtain and preview musical performance programs prior to events to become familiar with the order and approximate times of pieces.
27-4011.00,Audio and Video Technicians,4000,1,Produce rough and finished graphics and graphic designs.
27-4011.00,Audio and Video Technicians,4001,1,"Locate and secure settings, properties, effects, and other production necessities."
27-4011.00,Audio and Video Technicians,4002,1,"Control the lights and sound of events, such as live concerts, before and after performances, and during intermissions."
27-4011.00,Audio and Video Technicians,4003,1,"Conduct training sessions on selection, use, and design of audio-visual materials and on operation of presentation equipment."
27-4011.00,Audio and Video Technicians,4004,1,"Organize and maintain compliance, license, and warranty information related to audio and video facilities."
27-4011.00,Audio and Video Technicians,4004,1,"Organize and maintain compliance, license, and warranty information related to audio and video facilities."
27-4011.00,Audio and Video Technicians,4005,1,"Develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training."
27-4011.00,Audio and Video Technicians,4006,1,Perform narration of productions or present announcements.
29-1181.00,Audiologists,18672,1,Counsel and instruct patients and their families in techniques to improve hearing and communication related to hearing loss.
29-1181.00,Audiologists,18673,1,Evaluate hearing and balance disorders to determine diagnoses and courses of treatment.
29-1181.00,Audiologists,18674,1,Program and monitor cochlear implants to fit the needs of patients.
29-1181.00,Audiologists,18675,1,Participate in conferences or training to update or share knowledge of new hearing or balance disorder treatment methods or technologies.
29-1181.00,Audiologists,18676,1,"Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments."
29-1181.00,Audiologists,18676,1,"Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments."
29-1181.00,Audiologists,18677,1,"Plan and conduct treatment programs for patients' hearing or balance problems, consulting with educators, physicians, nurses, psychologists, speech-language pathologists, and other health care personnel, as necessary."
29-1181.00,Audiologists,18677,1,"Plan and conduct treatment programs for patients' hearing or balance problems, consulting with educators, physicians, nurses, psychologists, speech-language pathologists, and other health care personnel, as necessary."
29-1181.00,Audiologists,18678,1,"Administer hearing tests and examine patients to collect information on type and degree of impairment, using specialized instruments and electronic equipment."
29-1181.00,Audiologists,18678,1,"Administer hearing tests and examine patients to collect information on type and degree of impairment, using specialized instruments and electronic equipment."
29-1181.00,Audiologists,18678,1,"Administer hearing tests and examine patients to collect information on type and degree of impairment, using specialized instruments and electronic equipment."
29-1181.00,Audiologists,18679,1,"Engage in marketing activities, such as developing marketing plans, to promote business for private practices."
29-1181.00,Audiologists,18680,1,Recommend assistive devices according to patients' needs or nature of impairments.
29-1181.00,Audiologists,18681,1,"Fit, dispense, and repair assistive devices, such as hearing aids."
29-1181.00,Audiologists,18682,1,Advise educators or other medical staff on hearing or balance topics.
29-1181.00,Audiologists,18683,1,Provide information to the public on hearing or balance topics.
29-1181.00,Audiologists,18684,1,"Instruct patients, parents, teachers, or employers in communication strategies to maximize effective receptive communication."
29-1181.00,Audiologists,18685,1,Work with multidisciplinary teams to assess and rehabilitate recipients of implanted hearing devices through auditory training and counseling.
29-1181.00,Audiologists,18686,1,Monitor patients' progress and provide ongoing observation of hearing or balance status.
29-1181.00,Audiologists,18687,1,"Measure noise levels in workplaces and conduct hearing conservation programs in industry, military, schools, and communities."
29-1181.00,Audiologists,18687,1,"Measure noise levels in workplaces and conduct hearing conservation programs in industry, military, schools, and communities."
29-1181.00,Audiologists,18688,1,"Refer patients to additional medical or educational services, if needed."
29-1181.00,Audiologists,18689,1,"Perform administrative tasks, such as managing office functions and finances."
29-1181.00,Audiologists,18690,1,"Maintain patient records at all stages, including initial and subsequent evaluation and treatment activities."
29-1181.00,Audiologists,7870,1,Examine and clean patients' ear canals.
29-1181.00,Audiologists,7870,1,Examine and clean patients' ear canals.
29-1181.00,Audiologists,7872,1,Educate and supervise audiology students and health care personnel.
29-1181.00,Audiologists,7872,1,Educate and supervise audiology students and health care personnel.
29-1181.00,Audiologists,7875,1,Develop and supervise hearing screening programs.
29-1181.00,Audiologists,7875,1,Develop and supervise hearing screening programs.
49-2097.00,Audiovisual Equipment Installers and Repairers,13737,1,"Disassemble entertainment equipment and repair or replace loose, worn, or defective components and wiring, using hand tools and soldering irons."
49-2097.00,Audiovisual Equipment Installers and Repairers,13737,1,"Disassemble entertainment equipment and repair or replace loose, worn, or defective components and wiring, using hand tools and soldering irons."
49-2097.00,Audiovisual Equipment Installers and Repairers,13738,1,"Install, service, and repair electronic equipment or instruments such as televisions, radios, and videocassette recorders."
49-2097.00,Audiovisual Equipment Installers and Repairers,13738,1,"Install, service, and repair electronic equipment or instruments such as televisions, radios, and videocassette recorders."
49-2097.00,Audiovisual Equipment Installers and Repairers,13739,1,"Calibrate and test equipment, and locate circuit and component faults, using hand and power tools and measuring and testing instruments such as resistance meters and oscilloscopes."
49-2097.00,Audiovisual Equipment Installers and Repairers,13739,1,"Calibrate and test equipment, and locate circuit and component faults, using hand and power tools and measuring and testing instruments such as resistance meters and oscilloscopes."
49-2097.00,Audiovisual Equipment Installers and Repairers,13740,1,Confer with customers to determine the nature of problems or to explain repairs.
49-2097.00,Audiovisual Equipment Installers and Repairers,13741,1,"Tune or adjust equipment and instruments to obtain optimum visual or auditory reception, according to specifications, manuals, and drawings."
49-2097.00,Audiovisual Equipment Installers and Repairers,13742,1,Instruct customers on the safe and proper use of equipment.
49-2097.00,Audiovisual Equipment Installers and Repairers,13743,1,Compute cost estimates for labor and materials.
49-2097.00,Audiovisual Equipment Installers and Repairers,13744,1,"Read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals."
49-2097.00,Audiovisual Equipment Installers and Repairers,13744,1,"Read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals."
49-2097.00,Audiovisual Equipment Installers and Repairers,13745,1,Keep records of work orders and test and maintenance reports.
49-2097.00,Audiovisual Equipment Installers and Repairers,13746,1,"Make service calls to repair units in customers' homes, or return units to shops for major repairs."
49-2097.00,Audiovisual Equipment Installers and Repairers,13747,1,"Position or mount speakers, and wire speakers to consoles."
53-6031.00,Automotive and Watercraft Service Attendants,10712,1,Collect cash payments from customers and make change or charge purchases to customers' credit cards and provide customers with receipts.
53-6031.00,Automotive and Watercraft Service Attendants,10713,1,Activate fuel pumps and fill fuel tanks of vehicles with gasoline or diesel fuel to specified levels.
53-6031.00,Automotive and Watercraft Service Attendants,10714,1,"Prepare daily reports of fuel, oil, and accessory sales."
53-6031.00,Automotive and Watercraft Service Attendants,10715,1,"Clean parking areas, offices, restrooms, or equipment and remove trash."
53-6031.00,Automotive and Watercraft Service Attendants,10715,1,"Clean parking areas, offices, restrooms, or equipment and remove trash."
53-6031.00,Automotive and Watercraft Service Attendants,10718,1,Provide customers with information about local roads or highways.
53-6031.00,Automotive and Watercraft Service Attendants,10719,1,"Perform minor repairs, such as adjusting brakes, replacing spark plugs, or changing engine oil or filters."
53-6031.00,Automotive and Watercraft Service Attendants,10720,1,Order stock and price and shelve incoming goods.
53-6031.00,Automotive and Watercraft Service Attendants,10721,1,"Rotate, test, and repair or replace tires."
53-6031.00,Automotive and Watercraft Service Attendants,10723,1,"Maintain customer records and follow up periodically with telephone, mail, or personal reminders of services due."
53-6031.00,Automotive and Watercraft Service Attendants,10724,1,"Grease and lubricate vehicles or specified units, such as springs, universal joints, or steering knuckles, using grease guns or spray lubricants."
53-6031.00,Automotive and Watercraft Service Attendants,10725,1,"Sell and install accessories, such as batteries, windshield wiper blades, fan belts, bulbs, or headlamps."
53-6031.00,Automotive and Watercraft Service Attendants,10725,1,"Sell and install accessories, such as batteries, windshield wiper blades, fan belts, bulbs, or headlamps."
53-6031.00,Automotive and Watercraft Service Attendants,10726,1,Test and charge batteries.
53-6031.00,Automotive and Watercraft Service Attendants,10726,1,Test and charge batteries.
53-6031.00,Automotive and Watercraft Service Attendants,20936,1,"Check tire pressure and levels of fuel, motor oil, transmission, radiator, battery, or other fluids, adding air or fluids as required."
53-6031.00,Automotive and Watercraft Service Attendants,20936,1,"Check tire pressure and levels of fuel, motor oil, transmission, radiator, battery, or other fluids, adding air or fluids as required."
53-6031.00,Automotive and Watercraft Service Attendants,20937,1,Clean windshields.
49-3021.00,Automotive Body and Related Repairers,18580,1,"Inspect repaired vehicles for proper functioning, completion of work, dimensional accuracy, and overall appearance of paint job, and test-drive vehicles to ensure proper alignment and handling."
49-3021.00,Automotive Body and Related Repairers,2933,1,"File, grind, sand, and smooth filled or repaired surfaces, using power tools and hand tools."
49-3021.00,Automotive Body and Related Repairers,2934,1,"Sand body areas to be painted and cover bumpers, windows, and trim with masking tape or paper to protect them from the paint."
49-3021.00,Automotive Body and Related Repairers,2934,1,"Sand body areas to be painted and cover bumpers, windows, and trim with masking tape or paper to protect them from the paint."
49-3021.00,Automotive Body and Related Repairers,2936,1,"Remove damaged sections of vehicles using metal-cutting guns, air grinders and wrenches, and install replacement parts using wrenches or welding equipment."
49-3021.00,Automotive Body and Related Repairers,2936,1,"Remove damaged sections of vehicles using metal-cutting guns, air grinders and wrenches, and install replacement parts using wrenches or welding equipment."
49-3021.00,Automotive Body and Related Repairers,2937,1,Cut and tape plastic separating film to outside repair areas to avoid damaging surrounding surfaces during repair procedure and remove tape and wash surfaces after repairs are complete.
49-3021.00,Automotive Body and Related Repairers,2937,1,Cut and tape plastic separating film to outside repair areas to avoid damaging surrounding surfaces during repair procedure and remove tape and wash surfaces after repairs are complete.
49-3021.00,Automotive Body and Related Repairers,2938,1,"Prime and paint repaired surfaces, using paint sprayguns and motorized sanders."
49-3021.00,Automotive Body and Related Repairers,2940,1,Mix polyester resins and hardeners to be used in restoring damaged areas.
49-3021.00,Automotive Body and Related Repairers,2942,1,Fill small dents that cannot be worked out with plastic or solder.
49-3021.00,Automotive Body and Related Repairers,2943,1,"Fit and weld replacement parts into place, using wrenches and welding equipment, and grind down welds to smooth them, using power grinders and other tools."
49-3021.00,Automotive Body and Related Repairers,2943,1,"Fit and weld replacement parts into place, using wrenches and welding equipment, and grind down welds to smooth them, using power grinders and other tools."
49-3021.00,Automotive Body and Related Repairers,2943,1,"Fit and weld replacement parts into place, using wrenches and welding equipment, and grind down welds to smooth them, using power grinders and other tools."
49-3021.00,Automotive Body and Related Repairers,2944,1,"Position dolly blocks against surfaces of dented areas and beat opposite surfaces to remove dents, using hammers."
49-3021.00,Automotive Body and Related Repairers,2945,1,"Remove damaged panels, and identify the family and properties of the plastic used on a vehicle."
49-3021.00,Automotive Body and Related Repairers,2946,1,"Review damage reports, prepare or review repair cost estimates, and plan work to be performed."
49-3021.00,Automotive Body and Related Repairers,2946,1,"Review damage reports, prepare or review repair cost estimates, and plan work to be performed."
49-3021.00,Automotive Body and Related Repairers,2947,1,"Remove small pits and dimples in body metal, using pick hammers and punches."
49-3021.00,Automotive Body and Related Repairers,2948,1,"Remove upholstery, accessories, electrical window-and-seat-operating equipment, and trim to gain access to vehicle bodies and fenders."
49-3021.00,Automotive Body and Related Repairers,2948,1,"Remove upholstery, accessories, electrical window-and-seat-operating equipment, and trim to gain access to vehicle bodies and fenders."
49-3021.00,Automotive Body and Related Repairers,2949,1,"Clean work areas, using air hoses, to remove damaged material and discarded fiberglass strips used in repair procedures."
49-3021.00,Automotive Body and Related Repairers,2950,1,"Adjust or align headlights, wheels, and brake systems."
49-3021.00,Automotive Body and Related Repairers,2952,1,Soak fiberglass matting in resin mixtures and apply layers of matting over repair areas to specified thicknesses.
49-3021.00,Automotive Body and Related Repairers,2953,1,"Cut openings in vehicle bodies for the installation of customized windows, using templates and power shears or chisels."
49-3021.00,Automotive Body and Related Repairers,2954,1,"Fit and secure windows, vinyl roofs, and metal trim to vehicle bodies, using caulking guns, adhesive brushes, and mallets."
49-3021.00,Automotive Body and Related Repairers,2955,1,Read specifications or confer with customers to determine the desired custom modifications for altering the appearance of vehicles.
49-3021.00,Automotive Body and Related Repairers,2955,1,Read specifications or confer with customers to determine the desired custom modifications for altering the appearance of vehicles.
49-3021.00,Automotive Body and Related Repairers,2956,1,Replace damaged glass on vehicles.
49-3021.00,Automotive Body and Related Repairers,2957,1,"Measure and mark vinyl material and cut material to size for roof installation, using rules, straightedges, and hand shears."
49-3021.00,Automotive Body and Related Repairers,2957,1,"Measure and mark vinyl material and cut material to size for roof installation, using rules, straightedges, and hand shears."
17-3027.01,Automotive Engineering Technicians,16597,1,Build instrumentation or laboratory test equipment for special purposes.
17-3027.01,Automotive Engineering Technicians,16598,1,"Order new test equipment, supplies, or replacement parts."
17-3027.01,Automotive Engineering Technicians,16599,1,"Set up mechanical, hydraulic, or electric test equipment in accordance with engineering specifications, standards, or test procedures."
17-3027.01,Automotive Engineering Technicians,16600,1,"Recommend tests or testing conditions in accordance with designs, customer requirements, or industry standards to ensure test validity."
17-3027.01,Automotive Engineering Technicians,16601,1,"Monitor computer-controlled test equipment, according to written or verbal instructions."
17-3027.01,Automotive Engineering Technicians,16602,1,"Read and interpret blueprints, schematics, work specifications, drawings, or charts."
17-3027.01,Automotive Engineering Technicians,16603,1,Maintain test equipment in operational condition by performing routine maintenance or making minor repairs or adjustments as needed.
17-3027.01,Automotive Engineering Technicians,16604,1,"Install equipment, such as instrumentation, test equipment, engines, or aftermarket products, to ensure proper interfaces."
17-3027.01,Automotive Engineering Technicians,16605,1,Inspect or test parts to determine nature or cause of defects or malfunctions.
17-3027.01,Automotive Engineering Technicians,16605,1,Inspect or test parts to determine nature or cause of defects or malfunctions.
17-3027.01,Automotive Engineering Technicians,16606,1,"Document test results, using cameras, spreadsheets, documents, or other tools."
17-3027.01,Automotive Engineering Technicians,16607,1,Fabricate new or modify existing prototype components or fixtures.
17-3027.01,Automotive Engineering Technicians,16608,1,"Analyze test data for automotive systems, subsystems, or component parts."
17-3027.01,Automotive Engineering Technicians,16610,1,"Recommend product or component design improvements, based on test data or observations."
17-3027.01,Automotive Engineering Technicians,16611,1,"Perform or execute manual or automated tests of automotive system or component performance, efficiency, or durability."
17-3027.01,Automotive Engineering Technicians,19696,1,"Analyze performance of vehicles or components that have been redesigned to increase fuel efficiency, such as camless or dual-clutch engines or alternative types of air-conditioning systems."
17-3027.01,Automotive Engineering Technicians,19697,1,"Improve fuel efficiency by testing vehicles or components that use lighter materials, such as aluminum, magnesium alloy, or plastic."
17-3027.01,Automotive Engineering Technicians,19698,1,"Participate in research or testing of computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control."
17-3027.01,Automotive Engineering Technicians,19698,1,"Participate in research or testing of computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control."
17-3027.01,Automotive Engineering Technicians,19699,1,"Test performance of vehicles that use alternative fuels, such as alcohol blends, natural gas, liquefied petroleum gas, biodiesel, nano diesel, or alternative power methods, such as solar energy or hydrogen fuel cells."
17-2141.02,Automotive Engineers,16421,1,"Read current literature, attend meetings or conferences, or talk with colleagues to stay abreast of new automotive technology or competitive products."
17-2141.02,Automotive Engineers,16422,1,Establish production or quality control standards.
17-2141.02,Automotive Engineers,16423,1,Prepare or present technical or project status reports.
17-2141.02,Automotive Engineers,16424,1,Develop or implement operating methods or procedures.
17-2141.02,Automotive Engineers,16424,1,Develop or implement operating methods or procedures.
17-2141.02,Automotive Engineers,16425,1,"Write, review, or maintain engineering documentation."
17-2141.02,Automotive Engineers,16425,1,"Write, review, or maintain engineering documentation."
17-2141.02,Automotive Engineers,16426,1,Conduct research studies to develop new concepts in the field of automotive engineering.
17-2141.02,Automotive Engineers,16427,1,"Coordinate production activities with other functional units, such as procurement, maintenance, or quality control."
17-2141.02,Automotive Engineers,16428,1,Provide technical direction to other engineers or engineering support personnel.
17-2141.02,Automotive Engineers,16429,1,"Perform failure, variation, or root cause analyses."
17-2141.02,Automotive Engineers,16430,1,Develop or integrate control feature requirements.
17-2141.02,Automotive Engineers,16431,1,Develop engineering specifications or cost estimates for automotive design concepts.
17-2141.02,Automotive Engineers,16431,1,Develop engineering specifications or cost estimates for automotive design concepts.
17-2141.02,Automotive Engineers,16432,1,"Develop calibration methodologies, test methodologies, or tools."
17-2141.02,Automotive Engineers,16433,1,Conduct automotive design reviews.
17-2141.02,Automotive Engineers,16434,1,"Calibrate vehicle systems, including control algorithms or other software systems."
17-2141.02,Automotive Engineers,16435,1,Build models for algorithm or control feature verification testing.
17-2141.02,Automotive Engineers,16436,1,Alter or modify designs to obtain specified functional or operational performance.
17-2141.02,Automotive Engineers,16437,1,"Design or analyze automobile systems in areas such as aerodynamics, alternate fuels, ergonomics, hybrid power, brakes, transmissions, steering, calibration, safety, or diagnostics."
17-2141.02,Automotive Engineers,16437,1,"Design or analyze automobile systems in areas such as aerodynamics, alternate fuels, ergonomics, hybrid power, brakes, transmissions, steering, calibration, safety, or diagnostics."
17-2141.02,Automotive Engineers,16438,1,Conduct or direct system-level automotive testing.
17-2141.02,Automotive Engineers,16438,1,Conduct or direct system-level automotive testing.
17-2141.02,Automotive Engineers,16439,1,"Design control systems or algorithms for purposes such as automotive energy management, emissions management, or increased operational safety or performance."
17-2141.02,Automotive Engineers,19633,1,"Create design alternatives for vehicle components, such as camless or dual-clutch engines or alternative air-conditioning systems, to increase fuel efficiency."
17-2141.02,Automotive Engineers,19634,1,"Design vehicles for increased recyclability or use of natural, renewable, or recycled materials in vehicle construction."
17-2141.02,Automotive Engineers,19635,1,"Design vehicles that use lighter materials, such as aluminum, magnesium alloy, or plastic, to improve fuel efficiency."
17-2141.02,Automotive Engineers,19636,1,Develop specifications for vehicles powered by alternative fuels or alternative power methods.
17-2141.02,Automotive Engineers,19637,1,"Research computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control."
17-2141.02,Automotive Engineers,19638,1,"Research or implement green automotive technologies involving alternative fuels, electric or hybrid cars, or lighter or more fuel-efficient vehicles."
49-3022.00,Automotive Glass Installers and Repairers,20645,1,Prime all scratches on pinchwelds with primer and allow to dry.
49-3022.00,Automotive Glass Installers and Repairers,20645,1,Prime all scratches on pinchwelds with primer and allow to dry.
49-3022.00,Automotive Glass Installers and Repairers,20646,1,Install replacement glass in vehicles.
49-3022.00,Automotive Glass Installers and Repairers,8318,1,"Remove all dirt, foreign matter, and loose glass from damaged areas, apply primer along windshield or window edges, and allow primer to dry."
49-3022.00,Automotive Glass Installers and Repairers,8318,1,"Remove all dirt, foreign matter, and loose glass from damaged areas, apply primer along windshield or window edges, and allow primer to dry."
49-3022.00,Automotive Glass Installers and Repairers,8320,1,"Allow all glass parts installed with urethane ample time to cure, taking temperature and humidity into account."
49-3022.00,Automotive Glass Installers and Repairers,8322,1,Obtain windshields or windows for specific automobile makes and models from stock and examine them for defects prior to installation.
49-3022.00,Automotive Glass Installers and Repairers,8324,1,Apply a bead of urethane around the perimeter of each pinchweld and dress the remaining urethane on the pinchwelds so that it is of uniform level and thickness.
49-3022.00,Automotive Glass Installers and Repairers,8325,1,"Select appropriate tools, safety equipment, and parts, according to job requirements."
49-3022.00,Automotive Glass Installers and Repairers,8326,1,"Remove broken or damaged glass windshields or window glass from motor vehicles, using hand tools to remove screws from frames holding glass."
49-3022.00,Automotive Glass Installers and Repairers,8327,1,"Replace all moldings, clips, windshield wipers, or other parts that were removed prior to glass replacement or repair."
49-3022.00,Automotive Glass Installers and Repairers,8328,1,"Remove moldings, clips, windshield wipers, screws, bolts, and inside A-pillar moldings and lower headliners in preparation for installation or repair work."
49-3022.00,Automotive Glass Installers and Repairers,8329,1,"Install, repair, or replace safety glass and related materials, such as back glass heating elements, on vehicles or equipment."
49-3022.00,Automotive Glass Installers and Repairers,8329,1,"Install, repair, or replace safety glass and related materials, such as back glass heating elements, on vehicles or equipment."
49-3022.00,Automotive Glass Installers and Repairers,8330,1,Install rubber channeling strips around edges of glass or frames to weatherproof windows or to prevent rattling.
49-3022.00,Automotive Glass Installers and Repairers,8331,1,Hold cut or uneven edges of glass against automated abrasive belts to shape or smooth edges.
49-3022.00,Automotive Glass Installers and Repairers,8332,1,Cut flat safety glass according to specified patterns or perform precision pattern making and glass cutting to custom fit replacement windows.
49-3022.00,Automotive Glass Installers and Repairers,8333,1,Replace or adjust motorized or manual window-raising mechanisms.
49-3022.00,Automotive Glass Installers and Repairers,8333,1,Replace or adjust motorized or manual window-raising mechanisms.
49-3022.00,Automotive Glass Installers and Repairers,8333,1,Replace or adjust motorized or manual window-raising mechanisms.
49-3022.00,Automotive Glass Installers and Repairers,8334,1,"Install new foam dams on pinchwelds, if required."
49-3023.00,Automotive Service Technicians and Mechanics,23522,1,"Test drive vehicles and test components and systems, using equipment such as infrared engine analyzers, compression gauges, and computerized diagnostic devices."
49-3023.00,Automotive Service Technicians and Mechanics,23523,1,Inspect vehicles for damage and record findings so that necessary repairs can be made.
49-3023.00,Automotive Service Technicians and Mechanics,23523,1,Inspect vehicles for damage and record findings so that necessary repairs can be made.
49-3023.00,Automotive Service Technicians and Mechanics,23524,1,Test and adjust repaired systems to meet manufacturers' performance specifications.
49-3023.00,Automotive Service Technicians and Mechanics,23524,1,Test and adjust repaired systems to meet manufacturers' performance specifications.
49-3023.00,Automotive Service Technicians and Mechanics,23525,1,"Repair, reline, replace, and adjust brakes."
49-3023.00,Automotive Service Technicians and Mechanics,23525,1,"Repair, reline, replace, and adjust brakes."
49-3023.00,Automotive Service Technicians and Mechanics,23525,1,"Repair, reline, replace, and adjust brakes."
49-3023.00,Automotive Service Technicians and Mechanics,23526,1,Estimate costs of vehicle repair.
49-3023.00,Automotive Service Technicians and Mechanics,23527,1,Review work orders and discuss work with supervisors.
49-3023.00,Automotive Service Technicians and Mechanics,23527,1,Review work orders and discuss work with supervisors.
49-3023.00,Automotive Service Technicians and Mechanics,23528,1,"Troubleshoot fuel, ignition, and emissions control systems, using electronic testing equipment."
49-3023.00,Automotive Service Technicians and Mechanics,23529,1,Confer with customers to obtain descriptions of vehicle problems and to discuss work to be performed and future repair requirements.
49-3023.00,Automotive Service Technicians and Mechanics,23530,1,Align vehicles' front ends.
49-3023.00,Automotive Service Technicians and Mechanics,23531,1,Test electronic computer components in automobiles to ensure proper operation.
49-3023.00,Automotive Service Technicians and Mechanics,23532,1,"Tear down, repair, and rebuild faulty assemblies, such as power systems, steering systems, and linkages."
49-3023.00,Automotive Service Technicians and Mechanics,23532,1,"Tear down, repair, and rebuild faulty assemblies, such as power systems, steering systems, and linkages."
49-3023.00,Automotive Service Technicians and Mechanics,23532,1,"Tear down, repair, and rebuild faulty assemblies, such as power systems, steering systems, and linkages."
49-3023.00,Automotive Service Technicians and Mechanics,23533,1,"Perform routine and scheduled maintenance services, such as oil changes, lubrications, and tune-ups."
49-3023.00,Automotive Service Technicians and Mechanics,23534,1,"Follow checklists to ensure all important parts are examined, including belts, hoses, steering systems, spark plugs, brake and fuel systems, wheel bearings, and other potentially troublesome areas."
49-3023.00,Automotive Service Technicians and Mechanics,23535,1,"Plan work procedures, using charts, technical manuals, and experience."
49-3023.00,Automotive Service Technicians and Mechanics,23536,1,Maintain cleanliness of work area.
49-3023.00,Automotive Service Technicians and Mechanics,23537,1,"Align wheels, axles, frames, torsion bars, and steering mechanisms of automobiles, using special alignment equipment and wheel-balancing machines."
49-3023.00,Automotive Service Technicians and Mechanics,23538,1,Tune automobile engines to ensure proper and efficient functioning.
49-3023.00,Automotive Service Technicians and Mechanics,23539,1,"Repair, replace, or adjust defective fuel injectors, carburetor parts, and gasoline filters."
49-3023.00,Automotive Service Technicians and Mechanics,23539,1,"Repair, replace, or adjust defective fuel injectors, carburetor parts, and gasoline filters."
49-3023.00,Automotive Service Technicians and Mechanics,23539,1,"Repair, replace, or adjust defective fuel injectors, carburetor parts, and gasoline filters."
49-3023.00,Automotive Service Technicians and Mechanics,23540,1,"Repair and service air conditioning, heating, engine cooling, and electrical systems."
49-3023.00,Automotive Service Technicians and Mechanics,23540,1,"Repair and service air conditioning, heating, engine cooling, and electrical systems."
49-3023.00,Automotive Service Technicians and Mechanics,23541,1,"Disassemble units and inspect parts for wear, using micrometers, calipers, and gauges."
49-3023.00,Automotive Service Technicians and Mechanics,23541,1,"Disassemble units and inspect parts for wear, using micrometers, calipers, and gauges."
49-3023.00,Automotive Service Technicians and Mechanics,23542,1,"Change spark plugs, fuel filters, air filters, and batteries in hybrid electric vehicles."
49-3023.00,Automotive Service Technicians and Mechanics,23543,1,"Overhaul or replace carburetors, blowers, generators, distributors, starters, and pumps."
49-3023.00,Automotive Service Technicians and Mechanics,23543,1,"Overhaul or replace carburetors, blowers, generators, distributors, starters, and pumps."
49-3023.00,Automotive Service Technicians and Mechanics,23544,1,"Repair or replace parts such as pistons, rods, gears, valves, and bearings."
49-3023.00,Automotive Service Technicians and Mechanics,23544,1,"Repair or replace parts such as pistons, rods, gears, valves, and bearings."
49-3023.00,Automotive Service Technicians and Mechanics,23545,1,"Rewire ignition systems, lights, and instrument panels."
49-3023.00,Automotive Service Technicians and Mechanics,23546,1,"Install, adjust, or repair hydraulic or electromagnetic automatic lift mechanisms used to raise and lower automobile windows, seats, and tops."
49-3023.00,Automotive Service Technicians and Mechanics,23546,1,"Install, adjust, or repair hydraulic or electromagnetic automatic lift mechanisms used to raise and lower automobile windows, seats, and tops."
49-3023.00,Automotive Service Technicians and Mechanics,23546,1,"Install, adjust, or repair hydraulic or electromagnetic automatic lift mechanisms used to raise and lower automobile windows, seats, and tops."
